Name,Description,Date,IntensityId,Length,CoachId,GenreIdList,SongIdList,SpotifyLink,WorkoutId,MaxTargets,LocationIdList,WorkoutType,MaxScore,MaxDodges,MaxKneeStrikes,MaxTriangles
"Punk You ""Debut""","Go Punk yourself! This high complexity, high intensity workout puts you through the ringer with classic Punk hits from The Stooges, Richard Hell, and DEVO!",6/23/2020,3,13:20,25,20,"500, 423, 425, 424",https://open.spotify.com/playlist/0CAM23ak0wlCoCwiaXP22H?si=L3d-1eXDRcKiI0wuMU1ytg,341,1710,"37, 3, 46, 17",classic,479,,,457
"Guilty Pleasures ""Debut""","Let's get indulgent! Check your cool at the door, 'cause this eclectic mix of guilty pleasure tunes is designed to get you rocking out like nobody's watching! This is an interval workout starting with High Intensity, easing off into Medium, then back into High",7/3/2020,3,20:48,25,20,"530, 377, 290, 192, 316, 176",https://open.spotify.com/playlist/4EjNSK82OkKyahwR4GyLZH?si=i7Nt8hIrTOaakS_iyCTf7Q,344,3358,"18, 37, 27, 6, 41, 46",classic,802,,,436
"Girl Power ""Good Times""","Join Leanne for an incredible workout with some of our favorite female artists from the 60s and 70s! Start with some breathing and side lunges to get into the body, then let the good times roll with Chic, Chaka Khan, and Diana Ross!",7/1/2020,1,22:57,25,23,"373, 301, 297, 473, 510, 511",https://open.spotify.com/playlist/23Nwq34fnnY0IXOICv83HR?si=3ydI_67zQMKvi89qq4K-TQ,347,1699,"32, 50, 14, 44, 24, 45",classic,491,,,505
"Just Dance ""Debut""","Get ready for a dance party in your living room! Focus on fun, free movement and getting into the rhythm of the songs. Warm up with a few squats and chest openers, then dive in to some of our favorite Dance tracks with Katy Perry, David Guetta, and The Knocks!",7/6/2020,2,15:51,25,19,"132, 407, 387, 109",https://open.spotify.com/playlist/34NDEwZwMtZHOovBV8UQup?si=MPMw07tWTzqLLu4xjSlCmw,348,2260,"48, 45, 13, 40",classic,597,,,482
"Monster ""Heavy""","Get ready for another monster! This workout is made for athletes looking to build endurance and test their agility with some of our toughest tracks yet! Get into the body with some practice lunges and chest openers, then dive in with these Pop and Rock hits!",7/10/2020,3,23:44,25,20,"437, 425, 423, 528, 176, 371, 366",https://open.spotify.com/playlist/0zWXPakuLq7bBdPV6gj4A4?si=ADF18l_mSs2vjtm3-T786g,349,3407,"46, 6, 63, 11, 37, 43, 44",classic,879,,,658
"The Drop ""Liquid Bonfire""","This is an all-Dubstep playlist with high-tempo, high intensity tracks perfect for athletes looking for that extra challenge. This is great for cardio exercise and working your upper body, including shoulders, chest, and upper back.",6/30/2020,3,21:28,28,22,"363, 389, 341, 391, 343",https://open.spotify.com/playlist/7y72llUm3B5TVSBQP9YqqM?si=qgUJO5Y4TL206DyM5fEGVg,351,3070,"1, 40, 11, 26, 39",classic,1016,,,1341
"Strut ""Debut""","An uplifting, confidence-boosting mix of Indie favorites designed to get you moving with swagger! Start out with trunk twists and side lunges to get into the body, warm up with ""Some Nights"" by Fun., then start strutting your stuff with tracks from Grouplove, LCD Soundsystem, and OK Go! [Medium Intensity]",7/9/2020,2,24:38:00,28,20,"235, 556, 399, 408, 329, 335",https://open.spotify.com/playlist/45YxJMUnqpiYFDgrdUjdOX?si=C54TPvGBSSmNKxR7pawZRA,352,2831,"2, 47, 18, 42, 8, 28",classic,780,,,712
"Power ""Debut""","Maintain a faster, more vigorous pace with this one! Coach Doc starts off with easy prep work to get you feeling agile, then warms you up with Volbeat. Keep it going with a high intensity mix of hardcore tracks from Jet, Shinedown, Bassnectar, and Knife Party!",7/14/2020,3,21:45,28,"20, 22","563, 170, 338, 528, 232, 391",https://open.spotify.com/playlist/7yOH4o5CIE3gyz1GD6XomW?si=OCFPYuyaTtug4pVCXxTHDw,353,3637,"11, 37, 29, 34, 26, 1",classic,1046,,,1061
"Slow Burn ""Kiara""","Breathe deep, find your center, and ease into the perfect Sunday wind-down with Coach Doc. This is a 20 minute workout made to focus on proper movement for shattering targets with power and purpose.",7/5/2020,1,20:45,28,23,"325, 447, 330, 266, 296, 298",,354,1557,"32, 44, 50, 62, 42, 76",classic,410,,,329
"Meditation ""One""","Tap in with this 10 minute meditation to build energy and relax. Excellent if you're looking to recharge following a workout, or simply to recenter! Coach Doc leads you through some breathing, while leaving you space to focus on the self and the present moment.",7/5/2020,4,10:09,28,,,,355,,,meditation,,,,
"Strut ""Break Free""",Take up space and show the world what you're made of with this fun mix of low intensity throwback favorites.,7/16/2020,1,24:40:00,27,20,"357, 472, 260, 254, 265, 324",https://open.spotify.com/playlist/6IeSgtcgN5QHkwvapAHG99?si=FN2ldrDCRIWZL7J4kC_mBQ,356,1692,"49, 50, 24, 2, 6, 46",classic,521,,,610
"Skinny Jeans and Ripped Seams ""Irresistible""","Pull on those skinny jeans and let's get down! This challenging but approachable playlist starts out with some fun, free-flowing movement with Raneir, then serves up some of our favorite Electro Pop tracks.",7/2/2020,2,26:39:00,27,20,"439, 398, 436, 378, 399, 408",https://open.spotify.com/playlist/2PNhUUr0pajAUeytA5oKAi?si=yUWggjfaQQGHnWRMJsjrjQ,357,3087,"47, 45, 41, 48, 49, 32",classic,832,,,716
"Pool House ""The 4th""","It’s time to celebrate, baby! Jump into this high flying, sure-to-get-you-sweating workout with some of our favorite Tropical House tracks just perfect for a socially distanced Fourth of July dance party!",7/4/2020,2,23:17,27,22,"363, 249, 375, 410, 376, 287",https://open.spotify.com/playlist/4l3pb5hmQW24j7Y4DQNyfo?si=96LPbUPkR1uokrgWS7pwDw,358,2853,"16, 45, 5, 49, 39, 47",classic,790,,,731
"Rock Hard ""Debut""","Prepare thyself, mortal! This all-Metal workout pulls no punches! Start out by waking up the shoulders and the core, then practicing some side lunges to warm up the lower body. Rock on, athlete!",7/7/2020,3,23:45,25,20,"563, 519, 521, 528, 522, 517",https://open.spotify.com/playlist/3UeYoYjo0yC5ir1FPntANq?si=wg8N4PLDT1-Az8lUhv5z6w,362,4317,"41, 26, 37, 3, 11, 55",classic,1143,,,931
"Y2K Babyyy ""Debut""","Timewarp to the T9 era with this fantastic mix of Pop classics! Join Raneir in some sumo squats to get into the legs and glutes, get warmed up with ""All Falls Down"" by Kanye, then start smashing those targets!",7/11/2020,2,15:13,27,"19, 21","374, 398, 474, 346",https://open.spotify.com/playlist/4kd025lYqcNJKFrvkbPWJG?si=nwRxXnwTSoKQcTTJ2JlyKA,364,1728,"45, 50, 42, 25",classic,519,,,578
"Mood Booster ""Straight Up""","Join Leanne for this awesome Oldies throwback workout with some classic Motown hits! Start out with some squats and chest openers to prepare the body, then crank the volume, enjoy the sights, and start shattering those targets, athlete!",8/1/2020,1,18:00,25,23,"649, 507, 508, 447, 450, 347",https://open.spotify.com/playlist/1f25uoBeX6j32HJzj6nd4u?si=aypUsW-hStKUXdlXCq2Qkw,366,1467,"33, 14, 50, 44, 52, 18",classic,394,,,337
"Slow Burn ""Joy""","Tap into the body and the mind with another Slow Burn Sunday. Get moving with Coach Doc, then dive into some excellent slow-your-roll favorites. Don't forget to stick around after the cooldown for a short meditation to recenter!",7/12/2020,1,23:49,28,20,"439, 313, 323, 264, 316",https://open.spotify.com/playlist/0OErF4cFvjAcVzxyCs5SRA?si=p6qHYL83RZ6usPoP4tvVwQ,370,1701,"41, 6, 74, 16, 2",classic,475,,,450
Flow: Getting Started ,The perfect workout to begin your Supernatural journey! This workout breaks down the basics of Flow to get you comfortable striking targets to the beat and squatting and lunging into triangles. Come back and repeat whenever you want to practice or perfect your moves.,7/8/2020,1,18:37,25,"19, 23","578, 532, 542, 260, 543",https://open.spotify.com/playlist/3kMhqUQV7IdPyG4IWA1BZF?si=HbSew1kXTmeMMq9CG4qLNw,371,564,"32, 27, 50, 49, 35",classic,177,,,215
Rapattack “Sweat Equity”,"Get ready to work! Maintain a faster pace to your strikes, squats, and lunges while jamming out to some modern Hip Hop favorites! Prepare yourself for an all-out Rap attack!",7/19/2020,3,16:46,28,21,"374, 418, 489, 477, 479",https://open.spotify.com/playlist/1cvwrTYe22rfvHjFDKR9Xn?si=WbPGc_SqStyCpz7CUD3Vdw,372,2436,"41, 5, 36, 1, 11",classic,646,,,528
"Skinny Jeans and Ripped Seams ""Magnetic""","This fun, upbeat mix of Indie favorites is sure to get you feeling ready to tackle your week! Start with some leg raises to loosen up the lower body, then dive in with tracks from Edward Sharpe & The Magnetic Zeros, Of Monsters and Men, and Saint Motel!",7/20/2020,2,16:06,28,20,"619, 440, 441, 579",https://open.spotify.com/playlist/3V9oukLSxmA9MSFk176mkD?si=tJT1NxA-QX674Tok1PpYrg,373,1863,"53, 45, 6, 69",classic,584,,,704
"Pump, You Up 90s ""Turn on, Tone in""","Get your week started right with the perfect pick-me-up from the best decade ever! Start with a quick squat tutorial with Leanne, then dive in with some awesome, off-beat 90s favorites from Snap!, and Reel 2 Real!",7/13/2020,2,16:35,25,22,"362, 493, 491, 484",https://open.spotify.com/playlist/66Gw66uYzri5ibqFgjZ2rq?si=8efs1iwUQou6Ik2gT1xy-w,374,2169,"48, 8, 49, 5",classic,703,,,898
"Mood Booster ""Continuous Flow""","Boost through the ages! Every song is a new decade in this Pop mix of mood boosters, starting out with ""I Can't Help Myself (Sugar Pie, Honey Bunch)"" from 1965! Follow it up with a 70s trip by Faces, then keep smashing targets into the 00s with Young the Giant!",7/18/2020,2,21:49,27,"19, 20, 23","325, 330, 317, 420, 285, 185",https://open.spotify.com/playlist/0PN35eGgmtQz5tsPWc2kDe?si=PcGHUrNORS-_RZV_hjwS0A,375,2353,"14, 50, 48, 35, 33, 29",classic,566,,,318
"Retrofit ""Swept Away""","You may not be ready for this one! Join Raneir in a high energy, high tempo 80s cardio blast perfect for athletes looking to push their limits!",7/24/2020,3,21:04,27,"19, 20","620, 430, 601, 606, 607",https://open.spotify.com/playlist/1GV2N67QN0tRSnIsImButD?si=uF4ROHE9Rs6cgEKasEDMGA,379,2681,"34, 47, 41, 50, 8",classic,726,,,631
"Freedom Rock ""Warrior""","A feel-good workout with some of our favorite Rock classics. This is a great workout for athletes looking to swing big while still maintaining a fun cardio pace. Start off with The Velvet Underground's ""Sweet Jane,"" then trip out with ""Smoke On The Water,"" ""Sunshine Of Your Love,"" and ""Ramblin' Man""!",7/15/2020,2,20:22,28,20,"578, 588, 554, 309, 311",https://open.spotify.com/playlist/5D6A3jX0w10P5uzIT8wKy5?si=3fE_UPgNSZWo6lZbo6Uh4g,381,2744,"45, 32, 47, 28, 44",classic,650,,,338
"Hip Hop You Don't Stop ""Other People’s Power""","A laid-back, old school 90s Hip Hop playlist with our resident Hip-Hop-head, Coach Doc! Chill out, get into the groove, and sweat!",8/24/2020,2,15:48,28,21,"652, 295, 299, 293",https://open.spotify.com/playlist/2uACHe38Yhf1tzs6FVGZAu?si=QMww9CKKS5m0UlXZFFZY6A,383,1893,"65, 62, 54, 50",classic,544,,,552
"Pop Till You Punk ""Fire Burning""",Push your limits! This high intensity Pop Punk workout is the perfect playlist to smash out that teenage aggression!,8/19/2020,3,15:45,28,20,"711, 687, 367, 415, 371",https://open.spotify.com/playlist/3p14DovWfScsIK9LobOKgC?si=idVcQNx5QDy7kuh8U_7SGQ,384,2548,"18, 42, 31, 37, 2",classic,636,,,423
"Smooth Sailing ""Debut""","Set sail for that sunset! This workout is perfect for athletes looking for a lower tempo workout with room to breathe, swing, and take up space! Hop aboard for an easy, breezy playlist of Yacht Rock favorites.",7/29/2020,1,13:51,28,20,"618, 536, 372, 538",https://open.spotify.com/playlist/4zcARRH0k4AoMCGa4r4fUs?si=nOKcg1edT5SJhn4pAxyI5A,385,1206,"52, 49, 46, 45",classic,339,,,327
"Slow Burn ""Greatness""",Give yourself some space with this low impact workout perfect for athletes looking to focus on big hits and broad movements.,7/26/2020,1,21:14,28,20,"622, 395, 378, 329, 535",https://open.spotify.com/playlist/1VfvadkJ7V245qiGy69mJB?si=rHNBc25FSB-wkhjdwCeJKA,386,973,"2, 37, 48, 18, 20",classic,286,,,305
"Monster ""Turn Me On""",Get ready for another fit and funny workout with Raneir! This Tropical House mix is the perfect workout for any athlete looking for a test of endurance and a boost to the spirit!,7/27/2020,2,31:22:00,27,22,"623, 388, 598, 380, 375, 167, 249, 407",https://open.spotify.com/playlist/0joOrnH8rUC1VH4GSptbXM?si=FQw_KQGrQW6fKWfX1Kbngg,388,3704,"5, 53, 16, 45, 39, 35, 52, 17",classic,1028,,,958
"Pop Till You Drop ""Ferocious""","The perfect Pop playlist to get your week started right! Raneir takes you through some nice rotational moves to activate the core, then keeps things going with  this fun and upbeat playlist!",8/3/2020,2,23:36,27,19,"438, 442, 497, 350, 352",https://open.spotify.com/playlist/1Y0M3iGBIM4pwBFqmh5ogV?si=5B4rcAhSTSmkrrIdrNGgRw,389,2487,"56, 54, 45, 47, 49, 16",classic,645,,,491
"Just Dance ""Get Down Tonight""","It's just you and the dance floor! Move to the music, shatter those targets, and show the world what you're made of!",8/5/2020,1,27:32:00,27,23,"653, 600, 599, 473, 296, 298",https://open.spotify.com/playlist/0cWz2QqeN5HucxQdbuerd2?si=toPrwjSSSvGWPveH_FbBSw,390,1826,"17, 47, 28, 50, 36, 32",classic,506,,,471
"Sweaty Flannel ""You're Alright""","A fun collection of Alt Rock favorites focused on steady, intentional movement. Start out with chest and hip openers to prepare the body to move, then dive in with hits from Third Eye Blind, Violent Femmes, and Supergrass!",7/17/2020,1,14:06,25,20,"362, 319, 149, 396",https://open.spotify.com/playlist/0FvmWTn9rS7MDJYhwYCaZe?si=ybfg0DNASNWP25YJ4QyysA,392,791,"9, 31, 38, 13",classic,270,,,373
"Dark Forces ""Debut""",Join Coach Leanne and let the rhythm take control with this dark and dangerous mix of EDM hits! This workout is perfectly balanced for athletes looking for a fun challenge.,7/23/2020,2,22:21,25,22,"621, 233, 292, 389, 390",https://open.spotify.com/playlist/1X9hE0cyX8Lhs8hAmPczkD?si=YAxqVrhAQcK-EqvoilmnYQ,396,2784,"54, 52, 26, 42, 13",classic,812,,,851
"Break Stuff ""Debut""","Feelin' like a freight train? Channel all your energy into this workout designed for when you just wanna BREAK STUFF! With these high tempo tracks, crushing chords, and so many targets to shatter, you're guaranteed to end this workout in a puddle of sweat!",7/28/2020,3,27:43:00,25,"20, 22","647, 517, 522, 153, 343, 341",https://open.spotify.com/playlist/0joOrnH8rUC1VH4GSptbXM?si=FQw_KQGrQW6fKWfX1Kbngg,397,1195,"11, 55, 1, 3, 42, 54",classic,364,,,415
"Meditation ""K.I.S.S.""","Take a seat, settle in, and spend 10 minutes connecting with the self in this meditation focused on the elegance of simplicity. Keep It Simple and Sacred, athlete.",7/19/2020,4,9:55,28,,,,399,,,meditation,,,,
"Meditation ""Time""",Time is forever fleeting. Take 10 minutes to reflect on your present moment and your most recent breath. Take comfort in the fact that all we will ever have is now.,7/29/2020,4,10:33,28,,,,400,,,meditation,,,,
"Meditation ""Space Between""","Find the comfort between one breath and the next in this practice designed to explore the void created in all things. Set aside 10 minutes to tap in, focus on your breathing, and dive deep.",8/2/2020,4,10:23,28,,,,401,,,meditation,,,,
"Stretching ""Basics""","Join Leanne for an extended stretching session. Perfect for warming up before a workout or extending a cool down. Loosen the upper body by opening the chest, neck and shoulders, then get into side stretches, back, and hamstrings.",8/23/2020,5,12:07,25,,,,402,,,stretch,,,,
"Slow Burn ""Within You""","Slow down, get present, and breathe deep! Join Coach Doc for a mindful workout experience and a meditation!",8/9/2020,1,22:32,28,20,"439, 584, 579, 379, 441",https://open.spotify.com/playlist/24gw29ONslVwcacnBogoeI?si=J57lYpnJRr2t-apY5BaB7g,408,1424,"48, 44, 28, 45, 58",classic,464,,,597
"Mood Booster ""Feel So Young""",Get energized with a mood-boosting mix of Pop hits and remixes designed to put a smile on your face!,8/15/2020,2,19:33,28,19,"619, 402, 388, 436, 396",https://open.spotify.com/playlist/5PZrKmSyL5Y1TCep6CUCAi?si=wvM5xCo3Sk-2fRf4NY4IOA,410,2229,"55, 41, 58, 29, 17",classic,610,,,548
"Monster ""You Alright""","Endurance is key in this 30 minute collection of Hip Hop hits with the one-and-only Coach Doc! Start strong with Fetty Wap and Ty Dolla $ign. Hit the halfway mark with Lil Uzi Vert, then bring it home with intensity with an absolute classic by Wiz Khalifa!",8/8/2020,2,27:15:00,28,21,"439, 418, 489, 278, 263, 479, 215, 477",https://open.spotify.com/playlist/7IpRA6oDO9XwLOF8FEd23Q?si=D3L06ZT6SpysAnWIyp4azA,411,3140,"46, 16, 56, 17, 25, 40, 8, 13",classic,843,,,716
"Meditation ""Peace""",All things in life can be improved if you have peace within. Breathe deep and find your center.,8/16/2020,4,15:07,28,,,,413,,,meditation,,,,
"Take the Stage ""Debut""","All eyes on you, athlete! It's your time to shine in this high intensity Rock playlist that puts you center stage! Every song is designed with instruments in mind, so you can move to the rhythm of the guitar, drums, and vocals!",7/31/2020,3,21:43,25,20,"626, 401, 610, 339, 205, 366",https://open.spotify.com/playlist/4AdDnmx34jcNurOvuYeCYh?si=wCpVlMq2Tv6lWL06WGzJ1w,423,3795,"6, 38, 1, 34, 55, 13",classic,882,,,410
"Hair Brained ""Debut""","Let your hair down and shred that guitar, athlete! It's time to get wild with this wonderfully wicked Hair Metal workout!",8/10/2020,2,25:15:00,25,20,"666, 657, 654, 659, 658, 323",https://open.spotify.com/playlist/2F7PCYsJYWRQHKOhpcSk3q?si=5kM3BFUOTFSrwtrhNfE_3A,424,2971,"33, 56, 58, 20, 1, 53",classic,751,,,522
